110,70,90.83333333333333
120,80,95.0
110,80,90.83333333333333
130,80,101.66666666666667
120,80,105.0
120,90,111.66666666666667
120,80,110.0
120,80,111.66666666666667
120,120,120.0
120,120,120.0
130,120,120.83333333333333
130,90,118.33333333333333
130,90,118.33333333333333
130,90,116.66666666666667
140,120,124.16666666666667
140,120,126.66666666666667
140,120,125.83333333333333
130,120,122.5
130,90,120.0
130,80,111.66666666666667
130,90,115.0
130,90,108.33333333333333
120,80,106.66666666666667
120,80,100.0
120,80,91.66666666666667
120,80,94.16666666666667
120,80,91.66666666666667
120,80,93.33333333333333
120,80,95.0
120,80,94.16666666666667
120,80,99.16666666666667
120,80,97.5
130,80,100.0
130,80,100.83333333333333
130,80,109.16666666666667
130,80,108.33333333333333
130,80,115.83333333333333
130,80,120.0
130,100,120.83333333333333
130,90,121.66666666666667
130,90,123.33333333333333
130,120,125.0
130,120,125.0
130,120,126.66666666666667
130,120,127.5
130,120,126.66666666666667
130,100,125.83333333333333
130,100,125.83333333333333
130,120,127.5
130,80,124.16666666666667
130,120,128.33333333333334
130,90,125.0
130,90,120.0
130,90,122.5
130,90,119.16666666666667
130,100,122.5
130,100,123.33333333333333
130,100,126.66666666666667
130,100,127.5
130,100,125.0
130,100,125.0
130,90,124.16666666666667
130,130,130.0
130,100,127.5
130,100,127.5
140,90,125.0
140,90,129.16666666666666
140,90,123.33333333333333
140,90,127.5
140,90,126.66666666666667
140,120,130.0
140,80,127.5
140,100,129.16666666666666
140,100,128.33333333333334
140,90,121.66666666666667
140,90,116.66666666666667
140,90,126.66666666666667
140,90,132.5
140,90,130.0
140,90,127.5
140,90,133.33333333333334
140,140,140.0
140,140,140.0
140,140,140.0
140,140,140.0
140,100,134.16666666666666
140,100,136.66666666666666
140,100,133.33333333333334
140,100,136.66666666666666
140,100,135.83333333333334
140,100,132.5
140,100,132.5
140,100,132.5
140,100,127.5
140,100,124.16666666666667
140,110,131.66666666666666
140,100,129.16666666666666
140,110,132.5
140,100,128.33333333333334
140,100,123.33333333333333
140,100,130.0
140,100,123.33333333333333
140,100,128.33333333333334
140,90,122.5
150,110,130.0
150,110,131.66666666666666
150,110,130.83333333333334
150,100,129.16666666666666
140,90,133.33333333333334
140,90,130.0
140,90,134.16666666666666
140,140,140.0
140,140,140.0
140,140,140.0
140,110,137.5
140,110,137.5
140,140,140.0
140,100,136.66666666666666
140,100,136.66666666666666
140,140,140.0
140,140,140.0
140,100,134.16666666666666
140,110,137.5
150,110,138.33333333333334
150,110,137.5
150,110,135.0
140,120,135.0
140,100,134.16666666666666
140,100,135.83333333333334
140,130,139.16666666666666
140,140,140.0
140,100,133.33333333333334
150,140,140.83333333333334
150,140,140.83333333333334
150,130,140.83333333333334
150,130,140.83333333333334
150,90,138.33333333333334
150,120,140.0
150,110,138.33333333333334
150,110,136.66666666666666
