120,80,92.5
130,80,99.16666666666667
130,80,110.0
130,80,105.0
130,80,100.83333333333333
130,80,101.66666666666667
130,80,108.33333333333333
130,80,106.66666666666667
130,90,126.66666666666667
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,100,127.5
130,100,125.83333333333333
130,100,122.5
130,110,124.16666666666667
130,110,127.5
130,110,126.66666666666667
130,110,126.66666666666667
130,130,130.0
130,130,130.0
130,130,130.0
130,120,129.16666666666666
130,120,128.33333333333334
130,120,128.33333333333334
130,120,129.16666666666666
130,100,125.83333333333333
130,90,124.16666666666667
130,120,128.33333333333334
130,130,130.0
130,130,130.0
130,100,125.0
130,100,127.5
130,100,125.0
130,100,127.5
130,130,130.0
130,130,130.0
130,120,129.16666666666666
130,120,129.16666666666666
130,120,127.5
130,90,124.16666666666667
130,120,128.33333333333334
130,120,128.33333333333334
130,100,125.0
130,100,127.5
130,100,122.5
130,90,121.66666666666667
130,100,125.0
130,120,129.16666666666666
130,120,128.33333333333334
130,120,129.16666666666666
130,130,130.0
130,130,130.0
130,130,130.0
130,120,129.16666666666666
130,120,129.16666666666666
130,120,128.33333333333334
130,110,128.33333333333334
130,130,130.0
130,130,130.0
130,100,127.5
130,100,125.0
130,100,122.5
130,90,119.16666666666667
130,90,112.5
130,90,119.16666666666667
130,100,120.0
130,100,115.0
130,90,119.16666666666667
130,90,118.33333333333333
130,90,124.16666666666667
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,100,127.5
130,120,129.16666666666666
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,100,127.5
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,130,130.0
130,110,128.33333333333334
130,130,130.0
130,130,130.0
130,130,130.0
130,90,124.16666666666667
130,90,124.16666666666667
130,90,121.66666666666667
130,130,130.0
130,130,130.0
130,120,129.16666666666666
130,100,126.66666666666667
130,110,127.5
130,100,122.5
130,100,124.16666666666667
140,100,125.0
140,120,130.0
130,130,130.0
